link,holiday,title,author,rating,reviews,kindle price,paperback price,hardcover price,Reading age,Print length,Language,Grade level,Dimensions,Publisher,Publication date,ISBN-10,ISBN-13,Lexile measure,File size,Page Flip,Word Wise,Enhanced typesetting
https://www.amazon.com/gp/product/1699236003/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1699236003&linkCode=as2&tag=familyeducom-20&linkId=9e8b12903ba4aa75914cb0dbcaa88c37,Kwanzaa,Kwanzaa Coloring Book For Kids: Fun Activity For Young Children To Celebrate Kwanzaa Boys And Girls Will Learn And Ask Questions About This Important Holiday,Special Memories Journals (Author),5.0,3,,5.99,,,45 pages,English,,8.5 x 0.11 x 11 inches,,"October 11, 2019",1699236003,978-1699236000,,,,,
https://www.amazon.com/gp/product/0807573167/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0807573167&linkCode=as2&tag=familyeducom-20&linkId=0eedb479b59aadaac1cc13e5020eb8e1,Kwanzaa,Seven Spools of Thread: A Kwanzaa Story (Albert Whitman Prairie Paperback),Angela Shelf Medearis  (Author) Daniel Minter (Illustrator),4.8,258,5.99,6.23,26.77,4 - 8 years,40 pages,English,Preschool - 3,8 x 0.2 x 10 inches,Albert Whitman & Company,"September 1, 2000",0807573167,978-0807573167,610L,,,,
https://www.amazon.com/gp/product/0807573167/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0807573167&linkCode=as2&tag=familyeducom-20&linkId=39b0f51af4d23b381dc4d4a04661d008,Kwanzaa,Seven Spools of Thread: A Kwanzaa Story (Albert Whitman Prairie Paperback),Angela Shelf Medearis  (Author) Daniel Minter (Illustrator),4.8,258,5.99,6.23,26.77,4 - 8 years,40 pages,English,Preschool - 3,8 x 0.2 x 10 inches,Albert Whitman & Company,"September 1, 2000",0807573167,978-0807573167,610L,,,,
https://www.amazon.com/gp/product/0375803297/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0375803297&linkCode=as2&tag=familyeducom-20&linkId=2ef173ddbb91e9d4169442688f1d937d,Kwanzaa,Together for Kwanzaa (Pictureback(R)),Juwanda G. Ford  (Author) Shelly Hehenberger (Author),4.8,657,3.99,3.99,,3 - 7 years,24 pages,English,Preschool - 2,8 x 0.13 x 8.06 inches,Random House Books for Young Readers,"August 8, 2000",0375803297,978-0375803291,750L,,,,
https://www.amazon.com/gp/product/0375803297/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0375803297&linkCode=as2&tag=familyeducom-20&linkId=b181e1f96258aec3644d5bbd00046eb7,Kwanzaa,Together for Kwanzaa (Pictureback(R)),Juwanda G. Ford  (Author) Shelly Hehenberger (Author),4.8,657,3.99,3.99,,3 - 7 years,24 pages,English,Preschool - 2,8 x 0.13 x 8.06 inches,Random House Books for Young Readers,"August 8, 2000",0375803297,978-0375803291,750L,,,,
https://www.amazon.com/gp/product/0761385886/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0761385886&linkCode=as2&tag=familyeducom-20&linkId=fda71ad8ae65307aff7a9b8a7dc9cfa6,Kwanzaa,Kevin's Kwanzaa (Cloverleaf Books ™ ― Fall and Winter Holidays),Lisa Bullard  (Author) Constanza Basaluzzo (Illustrator),4.6,71,0.0,7.79,,5 - 8 years,24 pages,English,Kindergarten - 2,9.5 x 0.07 x 9.75 inches,Millbrook Press ™,"August 1, 2012",0761385886,978-0761385882,AD490L,,,,
https://www.amazon.com/gp/product/0761385886/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0761385886&linkCode=as2&tag=familyeducom-20&linkId=d24eed59af2a5619d9d6272cace10862,Kwanzaa,Kevin's Kwanzaa (Cloverleaf Books ™ ― Fall and Winter Holidays),Lisa Bullard  (Author) Constanza Basaluzzo (Illustrator),4.6,71,0.0,7.79,,5 - 8 years,24 pages,English,Kindergarten - 2,9.5 x 0.07 x 9.75 inches,Millbrook Press ™,"August 1, 2012",0761385886,978-0761385882,AD490L,,,,
https://www.amazon.com/gp/product/0999496158/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0999496158&linkCode=as2&tag=familyeducom-20&linkId=a833fdcabdc704fe0bec9a3202b87c0e,Kwanzaa,Mr. Shipman's Kindergarten Chronicles: December Celebrations (1) (Mr. Shipman Kindergarten Chronicles),"Terance Shipman (Author), Prudence Williams (Editor), Milan Ristic (Illustrator)",4.4,83,2.99,10.0,20.0,4 - 10 years,42 pages,English,,8.5 x 0.11 x 8.5 inches,Team Shipman Publishing,"October 27, 2017",0999496158,978-0999496152,,,,,
https://www.amazon.com/gp/product/0999496158/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0999496158&linkCode=as2&tag=familyeducom-20&linkId=185cd20d425756e0b09457c465ae04c6,Kwanzaa,Mr. Shipman's Kindergarten Chronicles: December Celebrations (1) (Mr. Shipman Kindergarten Chronicles),"Terance Shipman (Author), Prudence Williams (Editor), Milan Ristic (Illustrator)",4.4,83,2.99,10.0,20.0,4 - 10 years,42 pages,English,,8.5 x 0.11 x 8.5 inches,Team Shipman Publishing,"October 27, 2017",0999496158,978-0999496152,,,,,
https://www.amazon.com/gp/product/0531273547/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0531273547&linkCode=as2&tag=familyeducom-20&linkId=014bb600db3a11e153bd872a5a671966,Kwanzaa,Kwanzaa (Rookie Read-About Holidays),Lisa M. Herrington  (Author),4.6,64,,5.95,,3 - 6 years,32 pages,English,1 - 2,5.9 x 0.1 x 7 inches,Children's Press,"September 1, 2013",0531273547,978-0531273548,NC560L,,,,
https://www.amazon.com/gp/product/0531273547/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0531273547&linkCode=as2&tag=familyeducom-20&linkId=d9882d6af627bbbd657f3f3612077fc0,Kwanzaa,Kwanzaa (Rookie Read-About Holidays),Lisa M. Herrington  (Author),4.6,64,,5.95,,3 - 6 years,32 pages,English,1 - 2,5.9 x 0.1 x 7 inches,Children's Press,"September 1, 2013",0531273547,978-0531273548,NC560L,,,,
https://www.amazon.com/gp/product/0590481401/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0590481401&linkCode=as2&tag=thedsponit02-20&linkId=DVG2Z3FY3YCOR3DX,Christmas,That's Not Santa (Hello Reader (Level 1)),Leonard Kessler (Author),4.6,20,,5.48,,4 - 8 years,,English,1 - 2,6.25 x 0.25 x 9 inches,Cartwheel Books,"October 1, 1994",0590481401,978-0590481403,250L,,,,
https://www.amazon.com/gp/product/0803740107/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0803740107&linkCode=as2&tag=thedsponit02-20&linkId=4T4P3FN6THQ4TGSI,Christmas,"Merry Christmas, Mr. Mouse",Caralyn Buehner  (Author) Mark Buehner (Illustrator),4.8,43,10.99,5.95,14.6,3 - 5 years,40 pages,English,,8.85 x 0.38 x 10.8 inches,Dial Books,"October 20, 2015",0803740107,978-0803740105,820L,,,,
https://www.amazon.com/gp/product/0545436540/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0545436540&linkCode=as2&tag=thedsponit02-20&linkId=JSJD75LDIKRYGQO5,Christmas,The Littlest Elf (Littlest Series),Brandi Dougherty  (Author) Kirsten Richards (Illustrator),4.8,737,2.99,4.99,8.18,3 - 5 years,24 pages,English,Preschool - Kindergarten,8 x 0.25 x 8 inches,Scholastic Inc.,"September 1, 2012",0545436540,978-0545436540,560,,,,
https://www.amazon.com/gp/product/0439540070/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0439540070&linkCode=as2&tag=thedsponit02-20&linkId=R5V526YJWQVT2AAX,Christmas,The Littlest Christmas Tree,R. A. Herman  (Author) Jacqueline Rogers (Illustrator),4.8,783,1.99,6.92,,4 - 8 years,32 pages,English,Preschool - 3,7.8 x 0.1 x 7.8 inches,Cartwheel Books,"October 1, 2007",0439540070,978-0439540070,,,,,
https://www.amazon.com/gp/product/054724830X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=054724830X&linkCode=as2&tag=thedsponit02-20&linkId=XH5NMG26FIMRN3AJ,Christmas,Tree of Cranes,Allen Say  (Author),4.7,107,5.99,6.59,7.97,4 - 7 years,32 pages,English,Preschool - 3,9.75 x 0.13 x 11 inches,HMH Books for Young Readers,"November 16, 2009",054724830X,978-0547248301,470L,,,,
https://www.amazon.com/gp/product/1454913576/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1454913576&linkCode=as2&tag=thedsponit02-20&linkId=KNJPM4DHDK3A5QJW,Christmas,A Pirate's Night Before Christmas,Philip Yates  (Author) Sebastiá Serra (Illustrator),4.9,195,,7.95,14.95,3 - 6 years,32 pages,English,Preschool - 1,11 x 0.28 x 10 inches,Sterling Children's Books,"October 7, 2014",1454913576,978-1454913573,AD780L,,,,
https://www.amazon.com/gp/product/0670016349/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0670016349&linkCode=as2&tag=thedsponit02-20&linkId=KLGGONLDCHNNI6HL,Christmas,'Twas Nochebuena,Roseanne Greenfield Thong  (Author) Sara Palacios  (Illustrator),4.9,283,9.99,18.71,15.29,3 - 5 years,40 pages,English,,10.88 x 0.32 x 9.81 inches,Viking Books for Young Readers,"October 16, 2014",0670016349,978-0670016341,AD830L,,,,
https://www.amazon.com/gp/product/0803729952/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0803729952&linkCode=as2&tag=thedsponit02-20&linkId=JZCLGQWEMRZWOQ6C,Christmas,Snowmen at Christmas,Caralyn Buehner  (Author) Mark Buehner (Illustrator),4.9,1019,6.99,7.99,15.1,3 - 7 years,32 pages,English,Preschool - 2,9.88 x 0.39 x 11.31 inches,Dial Books,"September 15, 2005",0803729952,978-0803729957,AD700L,,,,
https://www.amazon.com/gp/product/0689846681/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0689846681&linkCode=as2&tag=thedsponit02-20&linkId=LRWLUGO5KBN5SOFB,Christmas,How Santa Got His Job,Stephen Krensky  (Author) S.D. Schindler (Illustrator),4.8,382,,6.29,18.68,4 - 8 years,32 pages,English,Preschool - 3,10.5 x 0.2 x 8.38 inches,Simon & Schuster Books for Young Readers,"October 1, 2002",0689846681,978-0689846687,AD570L,,,,
https://www.amazon.com/gp/product/0439330408/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0439330408&linkCode=as2&tag=thedsponit02-20&linkId=L2XNFHJNINI6NWDI,Christmas,Mooseltoe,Margie Palatini  (Author) Henry Cole (Illustrator),4.8,234,,18.99,44.99,2 - 6 years,28 pages,English,,,Scholastic Inc,"November 1, 2001",0439330408,978-0439330404,520L,,,,
https://www.amazon.com/gp/product/0811818071/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0811818071&linkCode=as2&tag=thedsponit02-20&linkId=DOJ4R73ASUMH5MJX,Christmas,"Olive, the Other Reindeer (Olive, OLIV)","Vivian Walsh  (Author) J.otto Seibold (Author, Illustrator)",4.8,943,0.0,10.49,10.99,Baby - 12 years,40 pages,English,Preschool - 7,7.65 x 0.5 x 9.55 inches,Chronicle Books,"October 1, 1997",9780811818070,978-0811818070,590L,,,,
https://www.amazon.com/gp/product/0811852059/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0811852059&linkCode=as2&tag=thedsponit02-20&linkId=CR6H2E7MZFLE3JDJ,Christmas,N Is for Navidad,"Susan Middleton Elya  (Author) Merry Banks (Author), Joe Cepeda  (Illustrator)",5.0,12,,,91.7,5 - 6 years,40 pages,English,Preschool - 4,9 x 0.5 x 10.9 inches,Chronicle Books,"September 27, 2007",0811852059,978-0811852050,,,,,
https://www.amazon.com/gp/product/1604332379/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1604332379&linkCode=as2&tag=thedsponit02-20&linkId=BSENXDEUXNASI5NY,Christmas,"The Night Before Christmas Hardcover: The Classic Edition, The New York Times Bestseller (Christmas Book)","Clement Moore (Author), Charles Santore (Illustrator)",4.9,7484,,7.67,11.78,Baby and up,48 pages,English,,10.5 x 0.5 x 11 inches,Applesauce Press,"October 11, 2011",1604332379,978-1604332377,AD940L,,,,
https://www.amazon.com/gp/product/0060580240/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0060580240&linkCode=as2&tag=thedsponit02-20&linkId=T5NXLV2M3KYQ2FB5,Christmas,Christmas Cookies: Bite-Size Holiday Lessons,Amy Krouse Rosenthal  (Author) Jane Dyer (Illustrator),4.7,102,,,12.99,4 - 8 years,40 pages,English,Kindergarten - 5,9.5 x 0.5 x 9.5 inches,HarperCollins,"September 30, 2008",0060580240,978-0060580247,,,,,
https://www.amazon.com/gp/product/1841483648/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1841483648&linkCode=as2&tag=thedsponit02-20&linkId=SZS2PAGX5G7UL23S,Christmas,The Miracle of the First Poinsettia: A Mexican Christmas Story,Joanne Oppenheim  (Author) Fabian Negrin (Illustrator),4.3,14,,,,5 - 6 years,32 pages,English,,11 x 0.25 x 8.75 inches,Barefoot Books,"October 1, 2013",1841483648,978-1841483641,,,,,
https://www.amazon.com/gp/product/0060090820/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0060090820&linkCode=as2&tag=thedsponit02-20&linkId=BHE3KY7SGZ6SQN3X,Christmas,Gingerbread Mouse,"Katy Bratun  (Author, Illustrator)",4.8,212,,6.2,31.77,4 - 8 years,32 pages,English,Preschool - 3,10 x 0.12 x 10 inches,HarperCollins,"October 9, 2007",0060090820,978-0060090821,AD590L,,,,
https://www.amazon.com/gp/product/0803735774/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0803735774&linkCode=as2&tag=thedsponit02-20&linkId=OIX3ZQUAMQ27LO3M,Christmas,Grace at Christmas (Grace-picture Books),Mary Hoffman  (Author) Cornelius VanWright (Illustrator),4.9,23,,68.02,49.99,3 - 5 years,32 pages,English,,8.75 x 0.25 x 11 inches,Dial Books,"October 13, 2011",0803735774,978-0803735774,,,,,
https://www.amazon.com/gp/product/0764163523/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0764163523&linkCode=as2&tag=thedsponit02-20&linkId=FRJMJD3TZCJ2BPJI,Christmas,Pocket's Christmas Wish,Ann Bonwill  (Author) Russell Julian  (Author),4.4,6,,12.99,9.47,5 - 6 years,32 pages,English,,10.25 x 0.5 x 10 inches,B.E.S. Publishing,"September 1, 2010",0764163523,978-0764163524,650L,,,,
https://www.amazon.com/gp/product/0061996572/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0061996572&linkCode=as2&tag=thedsponit02-20&linkId=IM3PERCJ3RAGFW5S,Christmas,Charlie and the Christmas Kitty (Charlie the Ranch Dog),Ree Drummond  (Author) Diane deGroat (Illustrator),4.9,417,3.99,14.9,12.21,4 - 8 years,40 pages,English,Preschool - 3,10 x 0.4 x 10.3 inches,HarperCollins,"September 25, 2012",0061996572,978-0061996573,AD550L,,,,
https://www.amazon.com/gp/product/0803733577/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0803733577&linkCode=as2&tag=thedsponit02-20&linkId=VCMSIVTYWHLK4PK5,Christmas,The Twelve Days of Christmas,Laurel Long  (Author),4.8,266,,8.99,17.99,3 - 7 years,32 pages,English,Preschool - 2,9.38 x 0.41 x 11.75 inches,Dial Books,"October 13, 2011",0803733577,978-0803733572,AD660L,,,,
https://www.amazon.com/gp/product/1402725604/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1402725604&linkCode=as2&tag=thedsponit02-20&linkId=PVNZHGSBRMMPNSEO,Christmas,Pablo's Christmas,"Hugo C. Martin (Author), Lee Chapman (Illustrator)",4.8,7,,,20.34,4 - 7 years,24 pages,English,,10.25 x 0.5 x 10.5 inches,Sterling,"October 28, 2006",9781402725609,978-1402725609,AD690L,,,,
https://www.amazon.com/gp/product/B00GMX6ZWG/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B00GMX6ZWG&linkCode=as2&tag=thedsponit02-20&linkId=PC2O5JLF3HYEPNHO,Christmas,A Night in Santa's Great Big Bag,Kristin Kladstrup  (Author) Tim Jessell (Illustrator),4.5,25,10.99,12.4,28.0,3 - 5 years,32 pages,English,Preschool - Kindergarten,,Viking Books for Young Readers,"October 14, 2010",,978-0670011650,AD530L,,Not Enabled,Not Enabled,Not Enabled
https://www.amazon.com/gp/product/0374386889/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0374386889&linkCode=as2&tag=thedsponit02-20&linkId=GFY5QXE477V5436L,Christmas,Yoon and the Christmas Mitten,Helen Recorvits  (Author) Gabi Swiatkowska (Illustrator),4.3,11,,,32.7,4 - 8 years,32 pages,English,Preschool - 3,10 x 0.37 x 9.28 inches,"Farrar, Straus and Giroux (BYR)","October 31, 2006",0374386889,978-0374386887,,,,,
https://www.amazon.com/gp/product/158536889X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=158536889X&linkCode=as2&tag=thedsponit02-20&linkId=ICKOZGKDJADSQ2DY,Christmas,The Nutcracker's Night Before Christmas,"Keith Brockett (Author), Joseph Cowman (Illustrator)",5.0,21,,14.66,15.46,6 - 8 years,32 pages,English,1 - 3,10.4 x 0.3 x 10.3 inches,Sleeping Bear Press,"September 1, 2015",158536889X,978-1585368891,AD800L,,,,
https://www.amazon.com/gp/product/0399257845/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0399257845&linkCode=as2&tag=thedsponit-20&linkId=NFECVOPTLM3XDCGD,Christmas,The Animals' Santa,"Jan Brett  (Author, Illustrator)",4.8,252,10.99,8.99,12.14,3 - 5 years,40 pages,English,,9.54 x 0.41 x 11.88 inches,G.P. Putnam's Sons Books for Young Readers,"October 21, 2014",0399257845,978-0399257841,AD630L,,,,
https://www.amazon.com/gp/product/0061700231/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0061700231&linkCode=as2&tag=thedsponit02-20&linkId=L25NU55HT2ZLIACR,Christmas,Santa Claus and the Three Bears,"Maria Modugno (Author), Jane Dyer (Illustrator), Brooke Dyer (Illustrator)",4.4,41,,11.95,15.99,4 - 8 years,40 pages,English,Preschool - 3,10.42 x 0.38 x 10.15 inches,HarperCollins,"September 24, 2013",0061700231,978-0061700231,AD550L,,,,
https://www.amazon.com/gp/product/1438006608/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1438006608&linkCode=as2&tag=thedsponit02-20&linkId=BFPJ5HEVTTJQBEQ5,Christmas,Goodnight Santa: The Perfect Bedtime Book (Goodnight Series),Michelle Robinson  (Author) Nick East (Illustrator),4.9,296,,7.99,,1 - 4 years,32 pages,English,Preschool and up,9.1 x 0.3 x 10.1 inches,B.E.S.,"October 1, 2015",1438006608,978-1438006604,AD330L,,,,
https://www.amazon.com/gp/product/1589255615/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1589255615&linkCode=as2&tag=thedsponit02-20&linkId=OQ5RUA6NGR4PR376,Christmas,Five Busy Elves,Patricia Hegarty  (Author) Julia Woolf (Illustrator),4.6,18,,5.55,12.57,2 - 5 years,22 pages,English,,7.94 x 0.69 x 8 inches,Tiger Tales,"September 2, 2014",1589255615,978-1589255616,AD530L,,,,
https://www.amazon.com/gp/product/0618841989/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0618841989&linkCode=as2&tag=thedsponit02-20&linkId=WF3UQFLYNVGINLHA,Christmas,A Piñata in a Pine Tree: A Latino Twelve Days of Christmas,Pat Mora  (Author) Magaly Morales (Illustrator),4.8,114,,,12.29,4 - 7 years,32 pages,English,Preschool - 3,10 x 0.36 x 11 inches,Clarion Books,"September 14, 2009",0618841989,978-0618841981,,,,,
https://www.amazon.com/gp/product/1589255607/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1589255607&linkCode=as2&tag=thedsponit02-20&linkId=J3QLAR4KPUUVHAC5,Christmas,A Very Merry Christmas,"Maudie Powell-Tuck (Author), Gill Guile (Illustrator)",5.0,8,,5.32,32.38,5 - 6 years,22 pages,English,,8 x 0.75 x 7.75 inches,Tiger Tales,"September 1, 2014",1589255607,978-1589255609,,,,,
https://www.amazon.com/gp/product/054434104X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=054434104X&linkCode=as2&tag=thedsponit02-20&linkId=NFLW27XN6JGIK22I,Christmas,Christmas Mice! (Green Light Readers Level 1),Bethany Roberts  (Author) Doug Cushman (Illustrator),4.6,35,3.99,8.99,7.82,6 - 9 years,32 pages,English,1 - 4,6 x 0.15 x 9 inches,Clarion Books,"September 23, 2014",054434104X,978-0544341043,AD350L,,,,
https://www.amazon.com/gp/product/0545214157/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0545214157&linkCode=as2&tag=thedsponit02-20&linkId=5H5W4HEXG3HHJJ6J,Christmas,The Littlest Christmas Star,Brandi Dougherty  (Author) Sanja Rescek (Illustrator),4.8,14,,15.95,,4 - 8 years,32 pages,English,Preschool - 3,8.25 x 0.25 x 8.5 inches,Cartwheel Books,"September 1, 2010",0545214157,978-0545214155,AD470L,,,,
https://www.amazon.com/gp/product/0805015493/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0805015493&linkCode=as2&tag=thedsponit02-20&linkId=LMAVNZD3B2CDREUO,Christmas,Everett Anderson's Christmas Coming,Lucille Clifton  (Author) Jan Spivey Gilchrist (Illustrator),5.0,3,,298.99,12.02,4 - 8 years,28 pages,English,Preschool - 3,8.38 x 0.33 x 8.32 inches,Henry Holt and Co. (BYR),"September 15, 1991",0805015493,978-0805015492,,,,,
https://www.amazon.com/gp/product/0547558635/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0547558635&linkCode=as2&tag=thedsponit02-20&linkId=EPKKHFM5ATXN7SJJ,Christmas,The Christmas Quiet Book,Deborah Underwood  (Author) Renata Liwska  (Illustrator),4.4,102,7.99,14.99,12.99,4 - 7 years,32 pages,English,Preschool - 3,7 x 0.37 x 8.5 inches,Clarion Books,"October 16, 2012",0547558635,978-0547558639,NP,,,,
https://www.amazon.com/gp/product/0763661740/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0763661740&linkCode=as2&tag=thedsponit02-20&linkId=IUTVGKO3ZQCTBJWR,Christmas,Just Right for Christmas,Birdie Black  (Author) Rosalind Beardshaw (Illustrator),4.9,22,,16.2,14.99,3 - 7 years,32 pages,English,Preschool - 2,11.13 x 0.36 x 10.13 inches,Nosy Crow,"September 11, 2012",0763661740,978-0763661748,,,,,
https://www.amazon.com/gp/product/098790230X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=098790230X&linkCode=as2&tag=thedsponit02-20&linkId=JK4RQTEWFUJITDNO,Christmas,Twas the Night Before Christmas: Edited by Santa Claus for the Benefit of Children of the 21st Century,Clement C. Moore (Author),4.6,1923,2.99,7.51,11.26,4 - 8 years,32 pages,English,,8.7 x 0.5 x 9.1 inches,Grafton And Scratch Publishers,"September 4, 2012",098790230X,978-0987902306,NP940L,,,,
https://www.amazon.com/gp/product/0698116526/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0698116526&linkCode=as2&tag=thedsponit02-20&linkId=TPQDOVRL5HOKC7AD,Christmas,The Wild Christmas Reindeer,Jan Brett  (Author),4.8,524,8.99,8.99,16.93,4 - 8 years,32 pages,English,Preschool - 3,10.19 x 0.14 x 9.88 inches,Puffin Books,"October 5, 1998",0698116526,978-0698116528,AD740L,,,,
https://www.amazon.com/gp/product/0394800796/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0394800796&linkCode=as2&tag=thedsponit02-20&linkId=P5KV3JDHAAW4U3SP,Christmas,How the Grinch Stole Christmas! (Classic Seuss),Dr. Seuss  (Author),4.9,13385,9.99,29.72,9.9,5 - 9 years,64 pages,English,Kindergarten - 4,8.25 x 0.4 x 11.31 inches,Random House Books for Young Readers,"October 12, 1957",0394800796,978-0394800790,590L,,,,
https://www.amazon.com/gp/product/1442474955/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1442474955&linkCode=as2&tag=thedsponit02-20&linkId=RA4MSP3OTTVL2VSZ,Christmas,Rudolph the Red-Nosed Reindeer,"Robert L. May (Author), Antonio Javier Caparo (Illustrator)",4.8,622,6.99,7.18,10.21,4 - 6 years,40 pages,English,Preschool - 1,9 x 0.4 x 12 inches,Little Simon,"September 30, 2014",1442474955,978-1442474956,NP,,,,
https://www.amazon.com/Christmas-Owl-Based-Little-Rockefeller/dp/031629912X?keywords=The+Christmas+Owl%3A+Based+on+the+True+Story+of+a+Little+Owl+Named+Rockefeller+by+Gideon+Sterer&qid=1638300199&sr=8-1&linkCode=li3&tag=thedsponit02-20&linkId=9a51d05c557469f5839bd68a38c1f46b&language=en_US&ref_=as_li_ss_il,Christmas,The Christmas Owl: Based on the True Story of a Little Owl Named Rockefeller,"Gideon Sterer (Author), Ellen Kalish (Author), Ramona Kaulitzki (Illustrator)",4.9,215,,,25.85,4 - 8 years,40 pages,English,Preschool - 3,8.9 x 0.5 x 11.3 inches,"Little, Brown Books for Young Readers","October 5, 2021",031629912X,978-0316299121,,,,,
https://www.amazon.com/How-Catch-Elf-Adam-Wallace/dp/1492646318?keywords=How+to+Catch+an+Elf+by+Adam+Wallace&qid=1638299854&sr=8-1&linkCode=li3&tag=thedsponit02-20&linkId=6a0f91a8f78bfced9bebab8b93282823&language=en_US&ref_=as_li_ss_il,Christmas,How to Catch an Elf,Adam Wallace  (Author) Andy Elkerton  (Illustrator),4.8,4738,5.99,11.98,7.35,4 - 8 years,32 pages,English,Kindergarten - 3,8.25 x 0.33 x 8.25 inches,Sourcebooks Wonderland,"October 4, 2016",9781492646310,978-1492646310,AD540L,,,,
https://www.amazon.com/Tree-Thats-Meant-Be/dp/0593119673?keywords=The+Tree+That%27s+Meant+to+Be+by+Yuval+Zommer&qid=1638300295&sr=8-1&linkCode=li3&tag=thedsponit02-20&linkId=cc1aa76f22dbdff6b5d58cf241329ea9&language=en_US&ref_=as_li_ss_il,Christmas,The Tree That's Meant to Be,Yuval Zommer  (Author),4.8,475,,12.08,16.19,3 - 7 years,32 pages,English,Preschool - 2,9.75 x 0.37 x 12.37 inches,Doubleday Books for Young Readers,"September 24, 2019",0593119673,978-0593119679,,,,,
https://www.amazon.com/Colors-Christmas-Matthew-Paul-Turner/dp/0525654143?keywords=All+the+Colors+of+Christmas+by+Matthew+Paul+Turner&qid=1638300554&s=books&sr=1-1&linkCode=li3&tag=thedsponit02-20&linkId=c7252b75151aefe9e1238f1a65074185&language=en_US&ref_=as_li_ss_il,Christmas,All the Colors of Christmas,Matthew Paul Turner  (Author) Gillian Gamble (Illustrator),4.9,1044,7.99,,11.69,3 - 7 years,40 pages,English,Preschool - 2,8.8 x 0.3 x 8.9 inches,Convergent Books,"September 8, 2020",0525654143,978-0525654148,,,,,
